review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,Cluster,Cluster_Name
84,15859,40,1,10,518.39,15991,3,1.38,5.0,2,2,0,310,True,4,5,5,3,4,5,4,0,Budget Phones
85,20986,24,0,20,1280.21,8432,1,1.53,3.0,2,0,0,462,False,3,3,3,1,4,4,3,0,Budget Phones
86,18818,29,1,10,1082.84,45889,6,83.0,5.0,2,4,2,1071,True,5,5,4,5,2,5,4,3,Gaming Phones
87,41718,33,5,4,1056.74,28495,5,0.78,4.0,2,6,0,662,True,3,4,4,2,4,5,3,1,Mid Range Phones
88,5929,26,6,5,637.585,8880,1,1.53,3.0,1,0,0,379,True,4,2,2,3,2,1,4,2,Premium Phones
89,42448,30,3,8,525.34,30629,0,3.67,5.0,2,5,0,318,False,5,4,5,3,5,5,2,0,Budget Phones
90,39498,36,5,3,707.93,44228,6,83.0,3.0,1,4,2,960,True,1,2,4,2,3,5,1,3,Gaming Phones
91,36693,41,1,12,1021.34,13101,3,1.38,3.0,1,2,0,836,True,3,1,4,1,3,1,0,2,Premium Phones
92,44288,33,5,4,1377.17,35404,4,0.93,3.0,2,3,1,868,True,3,4,3,2,3,7,1,0,Budget Phones
93,15253,18,2,0,637.585,37477,4,0.93,3.0,2,3,1,494,False,4,2,2,1,2,3,0,2,Premium Phones
94,18951,39,4,16,440.19,18805,2,5.7,3.0,2,1,3,784,True,2,1,5,1,1,7,3,0,Budget Phones
95,3838,32,0,21,856.62,5293,7,1.0,5.0,2,7,0,137,True,5,4,4,4,3,6,4,1,Mid Range Phones
96,37151,28,4,16,294.5,18516,7,1.0,4.0,2,7,0,449,True,3,3,4,5,4,5,4,1,Mid Range Phones
97,39344,31,2,6,530.14,3107,7,1.0,4.0,2,7,0,924,True,5,4,3,4,4,6,4,1,Mid Range Phones
98,32715,23,4,15,525.5,19441,2,5.7,3.0,2,1,3,337,True,3,2,5,1,3,4,0,0,Budget Phones
99,42799,32,2,6,585.18,31142,0,3.67,1.0,1,5,0,837,True,2,1,1,1,1,2,2,2,Premium Phones
100,29881,35,2,0,615.46,3852,7,1.0,1.0,0,7,0,485,True,2,1,1,1,1,1,4,2,Premium Phones
101,9582,18,1,10,541.65,19588,2,5.7,4.0,2,1,3,874,True,4,4,2,4,5,6,2,0,Budget Phones
102,44157,20,5,4,1357.63,13836,3,1.38,3.0,2,2,0,717,True,3,2,3,4,2,6,0,0,Budget Phones
103,17682,31,4,16,596.84,43521,6,83.0,2.0,0,4,2,977,True,4,2,2,1,2,2,4,3,Gaming Phones
104,24222,22,6,13,351.56,14838,3,1.38,4.0,2,2,0,621,True,3,4,4,3,2,9,1,0,Budget Phones
105,2424,35,0,21,1353.96,13832,3,1.38,4.0,2,2,0,83,True,3,3,2,3,2,9,0,0,Budget Phones
106,24933,26,3,9,676.67,6104,1,1.53,5.0,2,0,0,975,True,4,5,5,3,4,4,4,0,Budget Phones
107,16945,44,3,9,752.73,39035,4,0.93,2.0,1,3,1,942,True,2,1,1,1,1,4,4,2,Premium Phones
108,26667,19,0,18,1199.12,13575,3,1.38,4.0,2,2,0,703,True,3,3,4,3,2,4,4,0,Budget Phones
109,21964,33,2,14,449.69,36918,4,0.93,4.0,2,3,1,957,True,2,4,3,4,4,4,2,0,Budget Phones
110,14609,18,5,2,724.68,44322,6,83.0,2.0,1,4,2,185,True,1,1,1,2,2,4,1,3,Gaming Phones
111,23028,23,1,11,637.585,26556,5,0.78,3.0,0,6,0,731,False,3,3,4,4,3,1,4,1,Mid Range Phones
112,40612,26,3,9,682.94,31840,0,3.67,2.0,1,5,0,370,True,2,1,1,3,1,1,1,2,Premium Phones
113,37621,37,3,9,463.17,2562,7,1.0,5.0,2,7,0,1018,True,5,4,3,5,4,5,0,1,Mid Range Phones
114,31118,30,4,15,515.46,25553,5,0.78,4.0,2,6,0,1083,True,4,5,4,4,5,4,3,1,Mid Range Phones
115,21870,31,0,20,1045.66,13192,3,1.38,4.0,2,2,0,829,True,3,3,4,3,2,11,4,0,Budget Phones
116,3402,29,3,7,704.27,20803,2,5.7,2.0,0,1,3,347,True,1,2,2,2,1,4,1,2,Premium Phones
117,26705,33,2,0,378.53,15004,3,1.38,3.0,2,2,0,132,True,4,3,2,1,2,2,3,2,Premium Phones
118,10237,24,5,3,1133.07,28712,5,0.78,2.0,1,6,0,970,True,1,2,3,1,1,1,0,2,Premium Phones
119,3759,18,6,5,638.33,43805,6,83.0,1.0,0,4,2,265,True,1,1,1,2,2,0,4,3,Gaming Phones
120,35449,24,0,18,1195.67,35058,4,0.93,3.0,2,3,1,1067,True,5,2,3,4,5,7,0,0,Budget Phones
121,43370,39,5,1,458.55,36978,4,0.93,5.0,2,3,1,179,True,5,5,3,4,4,6,2,0,Budget Phones
122,20389,26,1,10,752.75,39036,4,0.93,1.0,1,3,1,814,True,1,2,1,2,1,1,2,2,Premium Phones
123,42291,37,4,16,332.14,36220,4,0.93,4.0,2,3,1,622,True,2,4,5,3,3,4,0,0,Budget Phones
124,8541,46,0,20,1282.35,8435,1,1.53,4.0,2,0,0,179,True,3,3,4,3,4,4,3,0,Budget Phones
125,2790,27,4,15,298.52,36051,4,0.93,4.0,2,3,1,607,True,3,3,3,5,3,3,3,0,Budget Phones
126,36947,32,6,13,405.55,29745,0,3.67,4.0,2,5,0,543,False,4,4,4,3,3,5,4,0,Budget Phones
127,42266,33,4,16,417.44,2203,7,1.0,4.0,2,7,0,708,True,3,3,3,3,4,5,2,1,Mid Range Phones
128,11845,29,4,15,477.29,25251,5,0.78,4.0,2,6,0,784,True,3,2,3,3,5,4,2,1,Mid Range Phones
129,39477,22,4,16,518.69,42837,6,83.0,3.0,2,4,2,190,True,2,2,3,4,3,6,2,3,Gaming Phones
130,43954,30,0,20,752.16,44484,6,83.0,3.0,2,4,2,319,True,4,3,3,5,4,7,3,3,Gaming Phones
131,30649,28,1,11,880.75,32865,0,3.67,3.0,1,5,0,509,True,1,3,3,3,3,3,0,2,Premium Phones
132,22637,32,5,2,602.02,31285,0,3.67,4.0,2,5,0,114,True,4,3,2,3,4,10,0,0,Budget Phones
133,32575,55,2,0,297.34,24146,5,0.78,5.0,2,6,0,878,True,5,5,5,4,5,7,1,1,Mid Range Phones
134,22610,20,5,3,894.21,32935,0,3.67,1.0,0,5,0,1090,True,1,1,1,1,1,1,2,2,Premium Phones
135,11179,45,1,10,770.21,39163,4,0.93,3.0,1,3,1,570,False,3,2,3,2,2,3,3,2,Premium Phones
136,28868,35,6,13,287.44,24104,5,0.78,2.0,0,6,0,797,False,1,2,1,2,3,1,0,2,Premium Phones
137,42614,31,4,15,193.94,1012,7,1.0,4.0,2,7,0,758,True,4,4,4,5,4,6,0,1,Mid Range Phones
138,35413,28,3,8,597.26,38047,4,0.93,3.0,0,3,1,392,False,1,1,1,1,1,3,4,2,Premium Phones
139,40609,24,1,11,1077.69,8025,1,1.53,3.0,1,0,0,307,True,3,2,3,2,2,1,4,2,Premium Phones
140,1310,18,6,5,434.38,15390,3,1.38,4.0,2,2,0,1014,True,4,5,3,4,4,4,4,0,Budget Phones
141,31252,41,0,21,1335.66,34213,0,3.67,4.0,2,5,0,724,False,3,4,4,4,4,7,3,0,Budget Phones
142,44267,46,6,17,503.54,25443,5,0.78,3.0,1,6,0,782,True,3,3,1,2,2,4,1,2,Premium Phones
143,29224,28,2,6,637.585,2872,7,1.0,2.0,1,7,0,938,True,1,1,1,1,2,1,3,2,Premium Phones
144,23813,40,6,13,458.29,25123,5,0.78,3.0,2,6,0,256,True,2,3,5,3,2,3,2,1,Mid Range Phones
145,27505,40,3,7,574.4,19891,2,5.7,3.0,2,1,3,1064,False,3,3,2,2,4,6,0,0,Budget Phones
146,35002,46,6,5,518.2,30576,0,3.67,4.0,2,5,0,995,True,4,3,3,1,3,3,3,0,Budget Phones
147,5297,34,4,16,213.68,14172,3,1.38,4.0,2,2,0,441,False,2,5,3,4,4,5,1,0,Budget Phones
148,45135,29,6,17,466.98,37031,4,0.93,4.0,2,3,1,171,True,3,3,2,3,4,6,1,0,Budget Phones
149,35592,19,3,9,629.46,11540,1,1.53,2.0,1,0,0,366,True,1,3,2,2,1,2,4,2,Premium Phones
150,6720,19,1,10,923.35,27968,5,0.78,2.0,1,6,0,744,True,1,1,1,1,2,1,4,2,Premium Phones
151,6393,27,1,10,887.49,12504,3,1.38,2.0,1,2,0,477,True,1,1,2,3,1,3,4,2,Premium Phones
152,23226,35,4,16,383.95,29587,0,3.67,4.0,2,5,0,662,False,4,3,3,3,3,1,4,0,Budget Phones
153,24184,27,3,7,841.54,27647,5,0.78,4.0,2,6,0,571,False,4,3,5,4,3,4,0,1,Mid Range Phones
154,26233,27,3,7,702.11,20788,2,5.7,3.0,1,1,3,630,False,4,1,2,1,2,3,3,2,Premium Phones
155,14196,53,6,5,269.6,1375,7,1.0,4.0,2,7,0,695,True,4,4,5,5,3,3,0,1,Mid Range Phones
156,44037,32,3,7,976.62,40117,4,0.93,1.0,2,3,1,393,True,2,1,1,1,1,2,0,2,Premium Phones
157,17183,29,2,14,477.61,42532,6,83.0,2.0,0,4,2,1035,False,1,3,1,1,1,3,2,3,Gaming Phones
158,4419,35,2,0,788.44,6760,1,1.53,5.0,2,0,0,324,True,5,5,5,4,4,7,3,0,Budget Phones
159,35220,26,4,15,443.17,42323,6,83.0,1.0,0,4,2,442,True,2,1,1,1,1,2,2,3,Gaming Phones
160,16365,24,4,15,582.13,3570,7,1.0,3.0,2,7,0,227,True,3,3,3,3,2,7,3,1,Mid Range Phones
161,43072,24,5,1,807.54,6851,1,1.53,4.0,2,0,0,172,False,4,3,4,4,3,4,2,0,Budget Phones
162,17455,22,2,6,441.72,36859,4,0.93,4.0,2,3,1,92,True,3,4,3,3,1,6,1,0,Budget Phones
163,23409,18,5,1,1288.66,18516,2,5.7,5.0,2,1,3,438,True,4,5,3,5,5,6,4,0,Budget Phones
164,23209,24,0,21,927.42,5598,7,1.0,4.0,2,7,0,612,True,4,3,5,4,3,3,4,1,Mid Range Phones
165,38284,21,1,11,1003.6,7755,1,1.53,5.0,2,0,0,532,True,4,4,3,4,4,7,0,0,Budget Phones
166,21014,44,1,11,796.29,12076,3,1.38,3.0,2,2,0,507,False,5,5,5,5,5,4,2,0,Budget Phones
167,19812,30,4,16,331.22,1692,7,1.0,1.0,0,7,0,545,False,1,1,1,1,2,2,2,2,Premium Phones
168,9404,36,6,17,436.14,2349,7,1.0,1.0,0,7,0,581,True,1,1,1,1,1,3,2,2,Premium Phones
169,17992,36,4,16,479.55,25268,5,0.78,4.0,2,6,0,264,False,3,3,4,2,4,1,0,1,Mid Range Phones
170,15379,27,6,5,368.67,41858,6,83.0,3.0,2,4,2,836,True,3,1,3,5,4,1,3,3,Gaming Phones
171,34984,41,2,6,778.1,4904,7,1.0,3.0,2,7,0,230,True,3,3,3,3,3,2,2,1,Mid Range Phones
172,699,18,5,3,693.31,31910,0,3.67,3.0,1,5,0,827,True,3,3,1,3,3,2,0,2,Premium Phones
173,13741,18,0,19,752.56,6542,1,1.53,4.0,2,0,0,149,True,3,5,4,4,2,5,3,0,Budget Phones
174,16786,45,0,18,637.585,13824,3,1.38,2.0,1,2,0,413,True,1,1,1,1,2,3,0,2,Premium Phones
175,31056,50,0,21,817.84,27545,5,0.78,3.0,2,6,0,373,True,1,3,5,3,2,4,1,1,Mid Range Phones
176,29837,34,4,15,249.61,23915,5,0.78,4.0,2,6,0,598,True,4,4,4,3,2,4,3,1,Mid Range Phones
177,36401,30,1,11,975.56,45511,6,83.0,2.0,0,4,2,197,True,1,2,3,1,2,1,4,3,Gaming Phones
178,24831,26,1,12,839.05,5217,7,1.0,1.0,1,7,0,720,True,1,1,1,1,1,1,0,2,Premium Phones
179,5744,27,1,12,757.22,32278,0,3.67,5.0,2,5,0,96,False,4,4,5,4,4,8,1,0,Budget Phones
180,14215,22,4,16,637.585,29280,0,3.67,4.0,2,5,0,718,False,3,2,4,4,3,3,4,0,Budget Phones
181,45111,39,6,13,490.04,2762,7,1.0,3.0,2,7,0,185,True,3,2,4,2,2,4,1,1,Mid Range Phones
182,15051,18,3,7,484.6,25309,5,0.78,1.0,2,6,0,230,True,1,1,1,2,1,6,0,2,Premium Phones
183,393,18,1,10,522.54,10746,1,1.53,5.0,2,0,0,254,True,4,3,3,4,5,6,0,0,Budget Phones
184,8506,24,6,17,385.47,1985,7,1.0,2.0,0,7,0,221,True,3,3,2,2,1,1,3,2,Premium Phones
185,4101,18,6,5,590.32,31192,0,3.67,3.0,1,5,0,624,True,4,2,2,3,4,5,2,0,Budget Phones
186,8625,36,6,5,660.5,38490,4,0.93,5.0,1,3,1,471,True,5,5,4,4,3,5,4,0,Budget Phones
187,2747,26,0,19,1457.67,932,7,1.0,3.0,2,7,0,537,True,3,3,2,2,1,6,2,1,Mid Range Phones
188,43530,32,2,0,717.58,44281,6,83.0,4.0,2,4,2,797,True,5,3,3,2,2,8,4,3,Gaming Phones
189,29998,34,3,7,788.11,21276,2,5.7,3.0,2,1,3,594,True,1,1,1,4,2,3,2,2,Premium Phones
190,31200,28,0,18,1248.36,28920,5,0.78,5.0,2,6,0,693,False,4,5,5,5,5,3,2,1,Mid Range Phones
191,3119,29,2,14,366.71,9635,1,1.53,4.0,2,0,0,762,True,4,3,3,3,4,4,4,0,Budget Phones
192,654,39,2,14,489.82,42608,6,83.0,5.0,2,4,2,772,True,3,5,5,4,5,4,2,3,Gaming Phones
193,22936,18,4,16,186.35,8767,1,1.53,2.0,0,0,0,845,True,2,3,1,1,3,1,3,2,Premium Phones
194,33946,35,1,10,592.9,18516,2,5.7,2.0,0,1,3,282,True,2,2,1,3,3,1,1,2,Premium Phones
195,22873,29,0,18,1166.34,22744,2,5.7,4.0,2,1,3,76,True,5,3,4,2,3,5,4,0,Budget Phones
196,22156,47,3,7,820.24,6917,1,1.53,4.0,2,0,0,358,False,5,2,4,3,4,3,3,0,Budget Phones
197,26994,21,5,3,648.38,4068,7,1.0,3.0,2,7,0,964,True,2,2,3,4,2,11,4,1,Mid Range Phones
198,6090,40,1,11,722.67,20898,2,5.7,2.0,0,1,3,174,True,4,1,1,2,2,3,1,2,Premium Phones
199,41166,22,3,9,808.55,5073,7,1.0,5.0,2,7,0,451,True,4,5,4,4,5,3,2,1,Mid Range Phones
200,14167,18,0,18,1311.55,23032,2,5.7,2.0,2,1,3,376,True,2,1,1,2,2,4,2,2,Premium Phones
201,18383,35,5,1,649.96,38429,4,0.93,2.0,2,3,1,124,True,3,1,1,3,1,6,4,2,Premium Phones
202,10612,39,4,16,637.585,23979,5,0.78,1.0,0,6,0,362,True,1,1,1,3,1,1,3,2,Premium Phones
203,21154,27,1,10,607.55,11410,1,1.53,2.0,1,0,0,959,False,2,2,1,2,1,0,1,2,Premium Phones
204,26628,18,6,17,311.18,29192,0,3.67,3.0,2,5,0,102,True,3,2,2,2,2,8,4,0,Budget Phones
205,1450,39,6,13,450.06,18872,2,5.7,4.0,2,1,3,987,True,2,4,3,4,3,5,2,0,Budget Phones
206,25772,56,5,4,819.27,6913,1,1.53,4.0,2,0,0,859,False,2,5,4,4,5,7,3,0,Budget Phones
207,40559,29,6,13,627.49,20274,2,5.7,1.0,0,1,3,1088,True,2,1,1,1,1,1,2,2,Premium Phones
208,6986,42,4,16,452.29,15510,3,1.38,2.0,2,2,0,897,True,1,1,2,1,1,3,1,2,Premium Phones
209,42774,18,1,10,933.64,12719,3,1.38,3.0,1,2,0,845,True,2,2,3,3,2,5,3,2,Premium Phones
210,31085,44,5,3,540.32,25746,5,0.78,3.0,1,6,0,790,True,3,2,2,3,3,6,3,1,Mid Range Phones
211,30535,39,2,14,293.89,1483,7,1.0,3.0,2,7,0,899,True,2,1,2,2,3,3,0,1,Mid Range Phones
212,25212,41,2,14,429.68,29920,0,3.67,1.0,0,5,0,412,False,1,1,1,1,1,2,2,2,Premium Phones
213,5674,18,5,4,590.93,3656,7,1.0,3.0,1,7,0,341,True,3,1,3,3,2,0,2,1,Mid Range Phones
214,3543,25,1,12,919.37,7375,1,1.53,4.0,2,0,0,181,True,3,3,4,3,4,10,4,0,Budget Phones
215,8463,36,0,19,753.8,6551,1,1.53,5.0,2,0,0,353,True,3,4,4,4,5,3,1,0,Budget Phones
216,29995,33,1,10,958.61,22089,2,5.7,4.0,1,1,3,3,True,5,5,5,4,5,5,1,0,Budget Phones
217,22609,18,6,13,314.44,14655,3,1.38,3.0,1,2,0,1007,True,3,3,2,3,4,3,3,0,Budget Phones
218,23686,40,0,20,1100.29,332,7,1.0,2.0,1,7,0,786,True,3,1,1,3,3,1,3,2,Premium Phones
219,8977,33,0,18,1064.14,33627,0,3.67,2.0,1,5,0,416,True,3,2,2,2,2,2,3,2,Premium Phones
220,23730,31,3,9,722.19,38858,4,0.93,4.0,2,3,1,472,True,4,2,5,3,3,9,0,0,Budget Phones
221,37890,30,0,21,1342.11,754,7,1.0,2.0,0,7,0,589,True,3,1,1,1,2,1,4,2,Premium Phones
222,29085,23,3,9,600.64,26214,5,0.78,4.0,2,6,0,28,True,3,2,3,2,3,4,3,1,Mid Range Phones
223,23403,31,3,9,516.7,19370,2,5.7,4.0,2,1,3,275,True,4,3,3,3,3,5,4,0,Budget Phones
